	season	episode_number	title	airdate	rating	total_votes	desc	id	show_title
73	1	6	Ice Worlds	1 Apr. 2007	8.9	2,890	The polar caps have the most extreme seasonal contrasts, growing and melting vast ice masses, so wildlife adapts by annual migrations. The majority of Antartica is a vast barren permafrost. Only 3% of the coast and peninsular peaks are where life migrates to in the spring, for a short fertile summer, attracted by rich supplies of krill and fish. Only the Emperor penguin males breed 4 months in winter 100 miles inland. The Arctic has a more complete fauna which migrates back North from the continent. Here, the Polar bear is threatened because global warming defrosts ...	tt0795176	Planet Earth
74	1	7	Great Plains	8 Apr. 2007	8.7	2,726	A quarter of the earth's land mass, from arctic to tropical, are open plains consisting of lowland as well as highland plateaus. Here grows virtually indestructible, fast-growing grasses of all sizes that feed the planet's largest herbivore populations, the preys to solitary and social carnivores. Spectacular elements of the seasonal cycle of life can include mass migrations, monsoons, drought and great fires.	tt0795176	Planet Earth
75	1	8	Jungles	8 Apr. 2007	8.9	2,807	On 3% of the Earth's surface, the rain forest is the habitat for half our animal species, even 80% of insects. So its wildlife is most competitive, like the birds of paradise's mating, and specialized with unique relationships of predation, parasitism etc. For plants, the quest for light is key to stratification, paralleled by interacting animals eating fruits, leaves and other animals. Even the jungle cacophony is stratified. On the soil, recycling specialist like fungi restart the cycle of life. In Central Africa even herds of elephants specialize in following ...	tt0795176	Planet Earth
76	1	9	Shallow Seas	8 Apr. 2007	8.8	2,679	Shallow seas cover only 8% of earth's surface, but contain the richest, most varied maritime life: from plankton and coral (literally vital for the very existence of reefs) to birds and from various invertebrates to mammals like seals, dolphins and whales and from sea snakes to countless fish species. Their ecological interaction is greatly varied and complex, often with nearby land to, even with deserts.	tt0795176	Planet Earth
77	1	10	Seasonal Forests	22 Apr. 2007	8.8	2,582	Trees are earth's largest organisms and are also one of the planet's oldest inhabitants. Seasonal forests (unlike tropical rain-forest) the largest land habitats. A third of all trees grow in the endless taiga of the Arctic north. Northern America has forests that include California's sequoia's, the earth's largest trees. There and elsewhere, their vast production of photosynthesis and shade presides over a seasonal cycle of life and involves countless plant and animal species.	tt0795176	Planet Earth
78	1	11	Ocean Deep	25 Mar. 2007	8.9	2,658	Open ocean, a vast biotope covering two thirds of the planet, some shallow, some as deep as the mountain ranges are high. The ocean has an immense, precariously complex food chain, varying from microscopic animals, like krill, to whales, which ironically feed mainly on the former. Most species swim or float in it, many coming up for air, while other dive in from land or air, often to feed, but also to procreate on the coast, where some species come to lay their eggs. Even the shore is covered with life, largely based on organic matter, such as corpses.	tt0795176	Planet Earth
79	1	1	Currahee	9 Sep. 2001	8.6	9,553	Easy Company goes through training under the leadership of a captain who relentlessly pushes them to their limits but may be limited as a leader in the field.	tt0185906	Band of Brothers
80	1	2	Day of Days	9 Sep. 2001	9.1	8,843	Easy Company paratroopers jump behind enemy lines in Normandy on D-Day and struggle to reunite in hostile territory.	tt0185906	Band of Brothers
81	1	3	Carentan	16 Sep. 2001	9.0	8,003	Easy Company takes on German troops in the French town of Carentan, and the battle takes its toll on one soldier who is badly traumatized by the experience.	tt0185906	Band of Brothers
82	1	4	Replacements	23 Sep. 2001	8.8	7,548	With the addition of many new men, Easy Company heads to Holland to participate in Operation Market Garden and prepare an Allied route into Germany, but they meet stiff German resistance.	tt0185906	Band of Brothers
83	1	5	Crossroads	30 Sep. 2001	8.8	7,428	Winters writes a report on the challenge of an unexpected resistance to a German attack, and is haunted by his conscience after shooting a teenage German SS soldier.	tt0185906	Band of Brothers
84	1	6	Bastogne	7 Oct. 2001	9.2	8,437	In the dead of winter, the men of Easy Company fend off frostbite and hunger - in addition to the enemy - while holding the line in a forest outside of Bastogne. Meanwhile, exhausted medic Eugene Roe finds friendship with a Belgian nurse.	tt0185906	Band of Brothers
85	1	7	The Breaking Point	14 Oct. 2001	9.4	8,137	Easy Company remains in the Ardennes Forest preparing for an inevitable attack on German forces in the town of Foy. However, morale is low due to cold weather, constant shelling, poor leadership, and numerous casualties.	tt0185906	Band of Brothers
86	1	8	The Last Patrol	21 Oct. 2001	8.7	6,862	Easy Company is in Hagenau in Feburary 1945, where they prepare for a night patrol mission to capture German prisoners. The patrol includes one veteran who is despised for missing Bastogne and a new lieutenant fresh out of West Point.	tt0185906	Band of Brothers
87	1	9	Why We Fight	28 Oct. 2001	9.5	9,000	As the Allies move into Germany and the war comes closer to an end, disillusionment and anger set in for Easy Company - until they stumble onto a concentration camp abandoned by the German military.	tt0185906	Band of Brothers
88	1	10	Points	4 Nov. 2001	9.2	7,097	As the Germans surrender, it appears that the hard days for Easy Company are over when they are stationed in Austria. However, they soon learn that those soldiers without enough service points will be sent to fight in Japan.	tt0185906	Band of Brothers
89	1	1	1:23:45	6 May 2019	9.4	52,772	Plant workers and firefighters put their lives on the line to control a catastrophic April 1986 explosion at a Soviet nuclear power plant.	tt7366338	Chernobyl
90	1	2	Please Remain Calm	13 May 2019	9.6	49,889	With untold millions at risk, Ulana makes a desperate attempt to reach Valery and warn him about the threat of a second explosion.	tt7366338	Chernobyl
91	1	3	Open Wide, O Earth	20 May 2019	9.5	46,771	Valery creates a detailed plan to decontaminate Chernobyl; Lyudmilla ignores warnings about her firefighter husband's contamination.	tt7366338	Chernobyl
92	1	4	The Happiness of All Mankind	27 May 2019	9.4	44,113	Valery and Boris attempt to find solutions to removing the radioactive debris; Ulana attempts to find out the cause of the explosion.	tt7366338	Chernobyl
93	1	5	Vichnaya Pamyat	3 Jun. 2019	9.8	60,016	Valery, Boris and Ulana risk their lives and reputations to expose the truth about Chernobyl.	tt7366338	Chernobyl
94	1	1	The Target	2 Jun. 2002	7.9	6,488	Baltimore Det. Jimmy McNulty finds himself in hot water with his superior Major William Rawls after a drug dealer, D'Angelo Barksdale who is charged with three murders, is acquitted. McNulty knows the judge in question and although it's not his case, he's called into chambers to explain what happened. Obviously key witnesses recanted their police statements on the stand but McNulty doesn't underplay Barksdale's role in at least 7 other murders. When the judge's raises his concerns at the senior levels of the police department, they have a new investigation on their ...	tt0306414	The Wire
95	1	2	The Detail	9 Jun. 2002	8.2	5,284	Lt. Daniels puts his team together but the extra help he's asked includes several less than stellar officers. It also includes McNulty, who is obviously in the doghouse. When one of the witnesses against D'Angelo Barksdale is found dead, McNulty and his homicide partner 'Bunk' Moreland bring him in for questioning. They have no evidence that he had anything to do with the killing but their instincts tell them otherwise. When news of the witnesses death hits the press, Major Rawls is convinced that McNulty is again responsible. Three of the newly assigned detectives, ...	tt0306414	The Wire
96	1	3	The Buys	16 Jun. 2002	8.2	4,960	After two weeks on the job, the team still doesn't have a photo of their principal target, Avon Barksdale. Freamon has a solution when he hears Avon was a Gold Gloves boxer. In the aftermath of the near riot at the towers, Lt. Daniels stands by his men even though he thinks they were stupid to do what they did. He's ordered to lead a raid on the low-rise units in the projects but McNulty rebels and refuses to participate in a raid that's just being put up for show. Dissatisfied with the antiquated equipment they have to work with, McNulty asks his friend at the FBI to...	tt0306414	The Wire
97	1	4	Old Cases	23 Jun. 2002	8.3	4,794	Bodie walks out of detention pretending to be a janitor but Patty is recovering in hospital and is pleased that his injuries will result in a medical pension. Avon Barksdale puts a contract out on Omar and others who robbed him. He wants to make sure everyone on the street knows he's not to be messed with. Judge Phelan keeps the pressure on and Daniels recommends to the Deputy that they need a wire. McNulty suggests they get a warrant to clone the pagers the drug runners use. Det. Fremon is one step ahead of everyone having already found D'Angelo Barksdale's pager ...	tt0306414	The Wire
98	1	5	The Pager	30 Jun. 2002	8.3	4,592	Avon Barksdale is becoming paranoid and thinks he's being watched. He's also worried his phone is being tapped. He also thinks there's a snitch in D'Angelo's crew and he's told not to pay anyone until it's sorted. D'Angelo isn't too pleased when he hears Avon has given Stinkum a new territory. Judge Phelan visits the squad to sign the warrants to clone D'Angelo Barksdale's pager. The numbers they're collecting are coded and don't make much sense. Det. Prez Pryzbylewski figures it out however. McNulty and Greggs try to get information from Omar.	tt0306414	The Wire
99	1	6	The Wire	7 Jul. 2002	8.6	4,765	Avon takes care of Omar's man Brandon but Wallace, who saw Brandon in the arcade, isn't too comfortable when he sees what they've done to him. Avon gives D'Angelo and Wallace a bonus for their good work. The police meanwhile get authorization to place taps for the pay phones used by D'Angelo and his crew but can only listen in when one of their suspects is using it meaning they'll have to keep the phones under constant observation. McNulty is in a tight spot when Major Rawls gives him a week to report back to his old job. When he realizes the connections McNulty's ...	tt0306414	The Wire
100	1	7	One Arrest	21 Jul. 2002	8.5	4,452	Burrell reluctantly sides with Daniels in the disagreement with Rawls, giving the detail more time to make a case against Avon, despite his fears the operation is beginning to sprawl. McNulty and Pearlman present the detail's findings to Phelan, who signs an affidavit for a further thirty days of electronic surveillance. Using information from the wire on the pit pay-phones, the detail catch a runner on his way to the pit with a re-up. However, they elect not to arrest the driver, Anton 'Stinkum' Artis (Brandon Price), so as to avoid giving up their evidence in the charging ...	tt0306414	The Wire
101	1	8	Lessons	28 Jul. 2002	8.5	4,428	McNulty uses his children to tail Stringer after a chance encounter in a local market, with one of them getting his license plate. As the detail discuss the implications of the pit pay-phones being disconnected, speculating the crew are going to start using phones outside their immediate area of operations, Herc and Carver prepare for the sergeant's exam. Stinkum, Roland 'Wee-Bey' Brice (Hassan Johnson), and Savino Bratton (Chris Clanton) raid Omar's pad, but he is nowhere to be found. Avon is unhappy when he learns of Orlando's proposal to D'Angelo. Meanwhile, Greggs and Carver arrest a driver...	tt0306414	The Wire
102	1	9	Game Day	4 Aug. 2002	8.7	4,590	D'Angelo speaks to Wallace, who tells him he wants to go back to school and get out of the Game. However, Malik 'Poot' Carr (Tray Chaney) discovers Wallace has started using cocaine to help him deal with his guilt over Brandon's murder. Freamon gets Sydnor and Prez started on the complex Barksdale money trail, including possible political connections, and they are surprised to find Avon's corporations have been buying up vacant buildings in run-down parts of the city. Greggs and Freamon approach D'Angelo's girlfriend, Shardene Ennis (Wendy Grantham), who works at Orlando's, in the hopes they ...	tt0306414	The Wire
103	1	10	The Cost	11 Aug. 2002	9.2	5,262	Avon, Stringer and Wee-Bey discuss how best to deal with Omar after the attempted hit on Avon, deciding to let him think they want peace, whilst secretly planning to kill him. As such, Omar and Stringer meet for a parley, with security provided by Prop Joe. Meanwhile, Stringer insists on decreasing Avon's visibility in light of the detail's attempt to follow him after the basketball game. An irritable Phelan signs an affidavit for the new phone being used by the pit crew, and Pearlman tells McNulty that he is not up for automatic re-election, possibly because of the ...	tt0306414	The Wire
104	1	11	The Hunt	18 Aug. 2002	8.8	4,578	While Greggs' life hangs in the balance, the entire department attempts to hunt down Savino. When Wallace flips, willing to testify that Stringer, Wee-Bey and Bird killed Brandon, Daniels stashes him in his grandmother's house on the outskirts of the city, but he soon becomes restless. Stringer tells Wee-Bey he needs to get out of Baltimore until the Savino investigation cools off, while Avon considers his next move. When McNulty and Pearlman try to pressure Levy into giving up Savino, he proves smarter than they gave him credit for. Meanwhile, when the detail's hand ...	tt0306414	The Wire
105	1	12	Cleaning Up	1 Sep. 2002	9.1	4,934	Kima slowly recovers in the hospital. Stringer changes operations in the pit and the towers, rendering the wiretaps and clones useless, and prompting Burrell to begin dismantling the detail. Avon and Stringer meet Levy to discuss where their organization is vulnerable. Unbeknownst to the detail, Wallace returns to the pit to resume work. When Prez starts pulling political campaign finance reports, Pearlman is called to a meeting with a worried State's Attorney, and an angry Clay Davis confronts Daniels. Meanwhile, Stringer issues a difficult order to Bodie and Poot. ...	tt0306414	The Wire
106	1	13	Sentencing	8 Sep. 2002	9.0	4,816	Due to the camera at Orlando's, the detail gather enough information to arrest Avon and many of his people, but, with Wallace dead, they are unable to bring charges against Stringer, who's left on the street. However, disgusted that Avon and Stringer had Wallace killed, D'Angelo flips on the entire organization, giving the detail more information than they could have ever hoped for. As Daniels figures out who the snitch is in the unit, Herc is shocked when he is passed over for promotion in favor of Carver, who scored lower on the sergeant's exam. In Philadelphia, ...	tt0306414	The Wire
107	2	1	Ebb Tide	1 Jun. 2003	7.8	4,248	Detective Jimmy McNulty finds the body of a woman floating in the water while carrying out his new assignment of Harbor Patrol. Major Valchek has his gift to a local parish trumped by Frank Sobotka, his rival in the local stevedores union. And on the waterfront, a shipping container destined for 'The Greek' bakes in the sun with perishable cargo.	tt0306414	The Wire
